"case_","date_of_occurrence","block","_iucr","_primary_decsription","_secondary_description","_location_description","arrest","domestic","beat","ward","fbi_cd","x_coordinate","y_coordinate","latitude","longitude","location"
"JG248958","2023-05-05T11:03:00.000","087XX S CONSTANCE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","412","8","08B","1190039","1847349","41.736159149","-87.579344039","
,  
(41.736159149, -87.579344039)"
"JG248876","2023-05-05T11:05:00.000","012XX N LA SALLE DR","0810","THEFT","OVER $500","STREET","N","N","1821","2","06","1174910","1908582","41.904538325","-87.632942313","
,  
(41.904538325, -87.632942313)"
"JG248863","2023-05-05T11:10:00.000","063XX S KOMENSKY AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE - GARAGE","Y","N","813","13","05","1150462","1862183","41.777726139","-87.723956214","
,  
(41.777726139, -87.723956214)"
"JG248851","2023-05-05T11:10:00.000","056XX W WASHINGTON BLVD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","1512","29","08B","1138461","1900176","41.882209791","-87.76703474","
,  
(41.882209791, -87.76703474)"
"JG248967","2023-05-05T11:15:00.000","0000X W TERMINAL ST","0820","THEFT","$500 AND UNDER","AIRPORT TERMINAL UPPER LEVEL - SECURE AREA","N","N","1652","41","06","1100726","1934289","41.9764212","-87.904976266","
,  
(41.9764212, -87.904976266)"
"JG248854","2023-05-05T11:21:00.000","107XX S LANGLEY AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","Y","Y","513","9","08B","1182813","1834048","41.699830252","-87.606228797","
,  
(41.699830252, -87.606228797)"
"JG248891","2023-05-05T11:22:00.000","106XX S LAWNDALE AVE","0850","THEFT","ATTEMPT THEFT","STREET","N","N","2211","19","06","1153565","1833774","41.699706042","-87.713330749","
,  
(41.699706042, -87.713330749)"
"JG248904","2023-05-05T11:25:00.000","005XX S WESTERN AVE","0554","ASSAULT","AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY","CTA PLATFORM","Y","N","1135","28","08A","1160479","1897561","41.874606843","-87.686256594","
,  
(41.874606843, -87.686256594)"
"JG248895","2023-05-05T11:27:00.000","074XX S NORMAL AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","Y","732","6","14","1174252","1855526","41.758962845","-87.636939205","
,  
(41.758962845, -87.636939205)"
"JG249574","2023-05-05T11:30:00.000","014XX W 73RD ST","0890","THEFT","FROM BUILDING","RESIDENCE","N","Y","734","17","06","1168035","1856340","41.761332416","-87.65970081","
,  
(41.761332416, -87.65970081)"
"JG248920","2023-05-05T11:30:00.000","014XX W MORSE AVE","0560","ASSAULT","SIMPLE","SMALL RETAIL STORE","N","N","2431","49","08A","1165410","1946171","42.007891717","-87.666764317","
,  
(42.007891717, -87.666764317)"
"JG248955","2023-05-05T11:30:00.000","076XX N ASHLAND AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","2422","49","08B","1164298","1950668","42.02025525","-87.670727526","
,  
(42.02025525, -87.670727526)"
"JG252309","2023-05-05T11:30:00.000","081XX S BISHOP ST","0460","BATTERY","SIMPLE","SCHOOL - PUBLIC GROUNDS","N","N","614","17","08B","1168085","1850698","41.745848924","-87.659679467","
,  
(41.745848924, -87.659679467)"
"JG248950","2023-05-05T11:30:00.000","059XX S LAFLIN ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","RESIDENCE - YARD (FRONT / BACK)","Y","N","713","16","15","1167351","1865335","41.786030519","-87.661950363","
,  
(41.786030519, -87.661950363)"
"JG249061","2023-05-05T11:30:00.000","043XX N SHERIDAN RD","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1915","46","14","1168812","1929247","41.96137851","-87.65474101","
,  
(41.96137851, -87.65474101)"
"JG252727","2023-05-05T11:30:00.000","0000X S LAKE SHORE DR NB","0810","THEFT","OVER $500","STREET","N","N","114","42","06","1179263","1900286","41.881675089","-87.617207067","
,  
(41.881675089, -87.617207067)"
"JG271768","2023-05-05T11:40:00.000","034XX N Oconto Ave","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","APARTMENT","N","N","1631","38","11","1127139","1922104","41.942580669","-87.808116926","
,  
(41.942580669, -87.808116926)"
"JG248902","2023-05-05T11:45:00.000","001XX S MAYFIELD AVE","0810","THEFT","OVER $500","ALLEY","N","N","1513","29","06","1137299","1898832","41.878542637","-87.771333992","
,  
(41.878542637, -87.771333992)"
"JG249152","2023-05-05T11:45:00.000","026XX S INDIANA AVE","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","APARTMENT","N","N","133","4","11","1178033","1887015","41.84528672","-87.622127226","
,  
(41.84528672, -87.622127226)"
"JG249076","2023-05-05T11:45:00.000","008XX W ARMITAGE AVE","0860","THEFT","RETAIL THEFT","DRUG STORE","N","N","1812","43","06","1170209","1913507","41.918156823","-87.650066159","
,  
(41.918156823, -87.650066159)"
"JG248909","2023-05-05T11:50:00.000","019XX N MILWAUKEE AVE","0460","BATTERY","SIMPLE","RESTAURANT","N","N","1434","32","08B","1160201","1912812","41.916462607","-87.68685537","
,  
(41.916462607, -87.68685537)"
"JG249404","2023-05-05T11:51:00.000","062XX N GLENWOOD AVE","0820","THEFT","$500 AND UNDER","RESIDENCE","N","N","2433","48","06","1165837","1941772","41.995811638","-87.66531957","
,  
(41.995811638, -87.66531957)"
"JG248972","2023-05-05T11:55:00.000","093XX S NORMAL AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","Y","2223","9","08B","1174609","1842920","41.724362424","-87.636005199","
,  
(41.724362424, -87.636005199)"
"JG255530","2023-05-05T11:59:00.000","029XX S THROOP ST","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","STREET","N","N","913","11","07","1169943","1885336","41.840859399","-87.651865286","
,  
(41.840859399, -87.651865286)"
"JG266828","2023-05-05T12:00:00.000","054XX W GRACE ST","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","N","Y","1633","30","08A","1139511","1924774","41.949690389","-87.762577971","
,  
(41.949690389, -87.762577971)"
"JG256074","2023-05-05T12:00:00.000","035XX W VAN BUREN ST","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","N","N","1133","28","05","1153009","1897801","41.875416688","-87.713676957","
,  
(41.875416688, -87.713676957)"
"JG250238","2023-05-05T12:00:00.000","065XX N ASHLAND AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","2432","49","14","1164426","1943512","42.000616329","-87.670460404","
,  
(42.000616329, -87.670460404)"
"JG252339","2023-05-05T12:00:00.000","012XX W 76TH ST","0560","ASSAULT","SIMPLE","APARTMENT","N","N","612","17","08A","1169352","1854428","41.756057234","-87.654929158","
,  
(41.756057234, -87.654929158)"
"JG254326","2023-05-05T12:00:00.000","083XX S MACKINAW AVE","0460","BATTERY","SIMPLE","SCHOOL - PUBLIC GROUNDS","N","N","424","10","08B","1199921","1850307","41.74403284","-87.543041152","
,  
(41.74403284, -87.543041152)"
"JG249041","2023-05-05T12:00:00.000","0000X N HAMLIN BLVD","0810","THEFT","OVER $500","APARTMENT","N","N","1122","28","06","1151064","1899854","41.881088655","-87.720764494","
,  
(41.881088655, -87.720764494)"
"JG249169","2023-05-05T12:00:00.000","057XX S ARTESIAN AVE","0560","ASSAULT","SIMPLE","APARTMENT","N","Y","824","15","08A","1161015","1866624","41.789701125","-87.685145711","
,  
(41.789701125, -87.685145711)"
"JG258539","2023-05-05T12:00:00.000","029XX N ALBANY AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE - YARD (FRONT / BACK)","N","N","1411","35","05","1155202","1919381","41.934590395","-87.705044743","
,  
(41.934590395, -87.705044743)"
"JG282262","2023-05-05T12:00:00.000","071XX S COLES AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","STREET","N","Y","334","7","26","1194055","1858207","41.765856882","-87.564275533","
,  
(41.765856882, -87.564275533)"
"JG250807","2023-05-05T12:00:00.000","029XX W ADDISON ST","0560","ASSAULT","SIMPLE","RESTAURANT","N","N","1733","33","08A","1155951","1923781","41.946649207","-87.702173096","
,  
(41.946649207, -87.702173096)"
"JG248962","2023-05-05T12:00:00.000","037XX N LAKE SHORE DR NB","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1925","46","14","1171656","1925482","41.950984956","-87.644396277","
,  
(41.950984956, -87.644396277)"
"JG254229","2023-05-05T12:00:00.000","053XX S TALMAN AVE","1156","DECEPTIVE PRACTICE","ATTEMPT - FINANCIAL IDENTITY THEFT","APARTMENT","N","N","923","14","11","1159611","1869153","41.796669973","-87.690224418","
,  
(41.796669973, -87.690224418)"
"JG299595","2023-05-05T12:00:00.000","007XX S WABASH AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","123","4","07","1176907","1897000","41.872711737","-87.62595757","
,  
(41.872711737, -87.62595757)"
"JG290525","2023-05-05T12:00:00.000","034XX W LEXINGTON ST","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","RESIDENCE","N","N","1133","24","11","1153556","1896489","41.871805565","-87.711703461","
,  
(41.871805565, -87.711703461)"
"JG252933","2023-05-05T12:00:00.000","058XX N ARTESIAN AVE","0820","THEFT","$500 AND UNDER","APARTMENT","N","N","2011","40","06","1158934","1938724","41.987592767","-87.690796555","
,  
(41.987592767, -87.690796555)"
"JG248935","2023-05-05T12:00:00.000","078XX S PEORIA ST","0460","BATTERY","SIMPLE","APARTMENT","N","Y","621","17","08B","1171664","1852916","41.75185777","-87.646500431","
,  
(41.75185777, -87.646500431)"
"JG293443","2023-05-05T12:00:00.000","085XX W CATALPA AVE","1185","DECEPTIVE PRACTICE","DECEPTIVE COLLECTION PRACTICES","APARTMENT","N","N","1614","41","11","1118443","1935416","41.979252223","-87.83979778","
,  
(41.979252223, -87.83979778)"
"JG251432","2023-05-05T12:00:00.000","028XX N NATOMA AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","2511","36","07","1131596","1918180","41.931736653","-87.791826151","
,  
(41.931736653, -87.791826151)"
"JG294442","2023-05-05T12:00:00.000","046XX S PULASKI RD","0820","THEFT","$500 AND UNDER","OTHER (SPECIFY)","N","N","821","14","06","1150473","1873541","41.808894002","-87.723620573","
,  
(41.808894002, -87.723620573)"
"JG249360","2023-05-05T12:00:00.000","033XX W PALMER ST","0810","THEFT","OVER $500","APARTMENT","N","N","1413","35","06","1153667","1914423","41.921015973","-87.71081819","
,  
(41.921015973, -87.71081819)"
"JG256329","2023-05-05T12:00:00.000","020XX W SCHILLER ST","0560","ASSAULT","SIMPLE","SCHOOL - PUBLIC BUILDING","N","N","1424","1","08A","1162614","1909429","41.90712916","-87.678085051","
,  
(41.90712916, -87.678085051)"
"JG259137","2023-05-05T12:03:00.000","017XX W PRYOR AVE","0890","THEFT","FROM BUILDING","SCHOOL - PUBLIC GROUNDS","N","N","2212","19","06","1166533","1831078","41.692041778","-87.665923635","
,  
(41.692041778, -87.665923635)"
"JG248942","2023-05-05T12:06:00.000","012XX S ALBANY AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","1022","24","15","1155902","1894368","41.865938374","-87.703147471","
,  
(41.865938374, -87.703147471)"
"JG248952","2023-05-05T12:10:00.000","035XX S STATE ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","213","3","08B","1176846","1881708","41.830750796","-87.626643572","
,  
(41.830750796, -87.626643572)"
"JG252419","2023-05-05T12:15:00.000","013XX W OHIO ST","0460","BATTERY","SIMPLE","SCHOOL - PUBLIC GROUNDS","N","N","1215","1","08B","1167243","1904134","41.892501034","-87.661233186","
,  
(41.892501034, -87.661233186)"
"JG248943","2023-05-05T12:18:00.000","057XX S CICERO AVE","1478","CONCEALED CARRY LICENSE VIOLATION","PROHIBITED PLACES","AIRPORT TERMINAL LOWER LEVEL - SECURE AREA","Y","N","813","13","15","1145654","1866253","41.788987036","-87.74147999","
,  
(41.788987036, -87.74147999)"
"JG248989","2023-05-05T12:30:00.000","114XX S DR MARTIN LUTHER KING JR DR","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","531","9","08B","1180950","1829242","41.686684882","-87.613197393","
,  
(41.686684882, -87.613197393)"
"JG249465","2023-05-05T12:30:00.000","008XX W 103RD ST","0820","THEFT","$500 AND UNDER","APARTMENT","N","N","2232","21","06","1172339","1836539","41.706902188","-87.644507138","
,  
(41.706902188, -87.644507138)"
"JG249035","2023-05-05T12:30:00.000","037XX W IOWA ST","2014","NARCOTICS","MANUFACTURE / DELIVER -  HEROIN (WHITE)","STREET","Y","N","1112","27","18","1151113","1905742","41.897244981","-87.720430139","
,  
(41.897244981, -87.720430139)"
"JG249162","2023-05-05T12:30:00.000","053XX S HYDE PARK BLVD","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","CTA BUS STOP","N","N","234","5","11","1188558","1870229","41.798979286","-87.584039582","
,  
(41.798979286, -87.584039582)"
"JG249047","2023-05-05T12:30:00.000","001XX S MICHIGAN AVE","1220","DECEPTIVE PRACTICE","THEFT OF LOST / MISLAID PROPERTY","SIDEWALK","N","N","114","42","11","1177320","1899821","41.880443372","-87.624355722","
,  
(41.880443372, -87.624355722)"
"JG253744","2023-05-05T12:32:00.000","016XX N LECLAIRE AVE","0820","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","N","N","2533","37","06","1142306","1910335","41.910016784","-87.752663224","
,  
(41.910016784, -87.752663224)"
"JG248971","2023-05-05T12:37:00.000","016XX W SCHOOL ST","0460","BATTERY","SIMPLE","SIDEWALK","N","N","1922","32","08B","1164985","1921979","41.941517082","-87.669018213","
,  
(41.941517082, -87.669018213)"
"JG248973","2023-05-05T12:40:00.000","016XX W 47TH ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","924","15","06","1166298","1873549","41.80859321","-87.665577234","
,  
(41.80859321, -87.665577234)"
"JG249002","2023-05-05T12:40:00.000","055XX W CORNELIA AVE","1365","CRIMINAL TRESPASS","TO RESIDENCE","APARTMENT","N","N","1633","30","26","1138784","1922721","41.944070008","-87.765300383","
,  
(41.944070008, -87.765300383)"
"JG249043","2023-05-05T12:45:00.000","036XX S WABASH AVE","0460","BATTERY","SIMPLE","SCHOOL - PUBLIC BUILDING","N","N","213","3","08B","1177328","1880737","41.8280754","-87.624904486","
,  
(41.8280754, -87.624904486)"
"JG249006","2023-05-05T12:45:00.000","016XX W HOWARD ST","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","STREET","N","Y","2422","49","04A","1163887","1950346","42.019380398","-87.672249127","
,  
(42.019380398, -87.672249127)"
"JG249011","2023-05-05T12:50:00.000","0000X E RANDOLPH ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","111","42","06","1176582","1901291","41.884493832","-87.627021129","
,  
(41.884493832, -87.627021129)"
"JG249369","2023-05-05T12:58:00.000","025XX N LOCKWOOD AVE","0890","THEFT","FROM BUILDING","RESIDENCE","N","N","2515","31","06","1140615","1916600","41.927239873","-87.75872115","
,  
(41.927239873, -87.75872115)"
"JG254914","2023-05-05T13:00:00.000","100XX S INDIANA AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","511","9","11","1179357","1838395","41.711838378","-87.618751058","
,  
(41.711838378, -87.618751058)"
"JG252458","2023-05-05T13:00:00.000","109XX S DOTY AVE W","0820","THEFT","$500 AND UNDER","DEPARTMENT STORE","N","N","513","9","06","1185440","1832668","41.695982095","-87.596653142","
,  
(41.695982095, -87.596653142)"
"JG317846","2023-05-05T13:00:00.000","077XX S ESSEX AVE","0820","THEFT","$500 AND UNDER","APARTMENT","N","N","421","7","06","1194204","1854135","41.75467935","-87.563862912","
,  
(41.75467935, -87.563862912)"
"JG250266","2023-05-05T13:00:00.000","052XX S COTTAGE GROVE AVE","0820","THEFT","$500 AND UNDER","STREET","N","N","233","20","06","1182473","1870541","41.799978827","-87.606344711","
,  
(41.799978827, -87.606344711)"
"JG249031","2023-05-05T13:00:00.000","032XX S HALSTED ST","0498","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","APARTMENT","N","Y","915","11","04B","1171498","1883377","41.835449733","-87.64621655","
,  
(41.835449733, -87.64621655)"
"JG249135","2023-05-05T13:00:00.000","037XX S ELLIS AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT","N","N","212","4","26","1182216","1880471","41.82723347","-87.606979388","
,  
(41.82723347, -87.606979388)"
"JG256712","2023-05-05T13:00:00.000","037XX W 99TH ST","2820","OTHER OFFENSE","TELEPHONE THREAT","SCHOOL - PUBLIC GROUNDS","N","N","2211","19","08A","1152970","1838707","41.713254861","-87.715379798","
,  
(41.713254861, -87.715379798)"
"JG249145","2023-05-05T13:00:00.000","019XX W CHICAGO AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","ALLEY","N","N","1221","36","14","1163365","1905356","41.895936771","-87.67544105","
,  
(41.895936771, -87.67544105)"
"JG249217","2023-05-05T13:00:00.000","078XX S GREEN ST","0810","THEFT","OVER $500","STREET","N","N","621","17","06","1171998","1852777","41.751469012","-87.64528055","
,  
(41.751469012, -87.64528055)"
"JG250282","2023-05-05T13:00:00.000","063XX S KOLIN AVE","0890","THEFT","FROM BUILDING","RESIDENCE","N","N","813","13","06","1148465","1862139","41.777643996","-87.731278481","
,  
(41.777643996, -87.731278481)"
"JG249005","2023-05-05T13:00:00.000","017XX W HOWARD ST","0560","ASSAULT","SIMPLE","STREET","N","Y","2422","49","08A","1163309","1950347","42.019395373","-87.674376067","
,  
(42.019395373, -87.674376067)"
"JG250471","2023-05-05T13:00:00.000","074XX S COLFAX AVE","0498","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","RESIDENCE - PORCH / HALLWAY","N","Y","334","7","04B","1194658","1856130","41.760142627","-87.562133631","
,  
(41.760142627, -87.562133631)"
"JG248999","2023-05-05T13:00:00.000","055XX W SCHOOL ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1633","30","08B","1138888","1921393","41.940423951","-87.764950486","
,  
(41.940423951, -87.764950486)"
"JG253919","2023-05-05T13:01:00.000","055XX W GRACE ST","0820","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","N","N","1633","30","06","1138706","1924716","41.949545903","-87.765538505","
,  
(41.949545903, -87.765538505)"
"JG249018","2023-05-05T13:05:00.000","052XX W NORTH AVE","0820","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","2532","37","06","1141254","1910137","41.909492928","-87.75653279","
,  
(41.909492928, -87.75653279)"
"JG249024","2023-05-05T13:05:00.000","062XX W BERTEAU AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","N","N","1624","38","05","1133912","1927261","41.956615446","-87.783100841","
,  
(41.956615446, -87.783100841)"
"JG249033","2023-05-05T13:15:00.000","013XX W COLUMBIA AVE","0460","BATTERY","SIMPLE","RESIDENCE - YARD (FRONT / BACK)","N","N","2432","49","08B","1166059","1944932","42.004477988","-87.664412129","
,  
(42.004477988, -87.664412129)"
"JG249109","2023-05-05T13:15:00.000","067XX S ASHLAND AVE","2022","NARCOTICS","POSSESS - COCAINE","STREET","Y","N","725","16","18","1166831","1860122","41.771736514","-87.66400571","
,  
(41.771736514, -87.66400571)"
"JG249017","2023-05-05T13:15:00.000","013XX W 52ND ST","031A","ROBBERY","ARMED - HANDGUN","PARK PROPERTY","N","N","934","20","03","1168459","1870286","41.799592827","-87.657745237","
,  
(41.799592827, -87.657745237)"
"JG249218","2023-05-05T13:15:00.000","107XX S HALSTED ST","0560","ASSAULT","SIMPLE","SMALL RETAIL STORE","N","N","2233","21","08A","1172889","1833561","41.698718016","-87.642580519","
,  
(41.698718016, -87.642580519)"
"JG249167","2023-05-05T13:16:00.000","004XX N MICHIGAN AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1834","42","06","1177357","1903444","41.890384236","-87.624109917","
,  
(41.890384236, -87.624109917)"
"JG249069","2023-05-05T13:30:00.000","019XX W CHICAGO AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","DRIVEWAY - RESIDENTIAL","N","N","1221","36","14","1163377","1905357","41.895939262","-87.675396948","
,  
(41.895939262, -87.675396948)"
"JG249096","2023-05-05T13:30:00.000","004XX E 35TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","211","4","07","1180236","1881900","41.831200459","-87.614199733","
,  
(41.831200459, -87.614199733)"
"JG249354","2023-05-05T13:30:00.000","005XX E 114TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","531","9","07","1181734","1829486","41.687336432","-87.610319823","
,  
(41.687336432, -87.610319823)"
"JG249153","2023-05-05T13:30:00.000","035XX W DOUGLAS BLVD","0890","THEFT","FROM BUILDING","APARTMENT","N","N","1021","24","06","1152795","1893058","41.862405607","-87.71458821","
,  
(41.862405607, -87.71458821)"
